Soil_Type,Farm_Area_acres,Water_Availability_L_per_week,Irrigation_Type,Fertilizer_Used_kg,Season,Rainfall_mm,Temperature_C,Soil_pH,Crop,Crop_Yield_ton_per_acre
Silty,15.28,2221,Drip,161.47,Kharif,1461.07,29.62,6.29,Potato,6.804
Loamy,8.35,1518,Sprinkler,143.17,Summer,520.39,43.39,6.44,Potato,6.038
Peaty,18.08,4558,Sprinkler,31.74,Kharif,1233.5,41.02,6.35,Potato,6.133
Clay,4.37,3920,Sprinkler,27.11,Zaid,967.49,29.91,7.51,Maize,3.265
Peaty,6.55,899,Rainfed,43.47,Kharif,1434.96,19.41,7.42,Maize,3.506
Silty,11.48,1956,Rainfed,124.65,Zaid,374.8,14.09,7.12,Wheat,2.864
Sandy,7.07,2095,Rainfed,116.55,Zaid,1135.62,40.23,6.46,Tomato,6.635
Clay,9.06,616,Rainfed,189.68,Zaid,248.3,42.2,6.71,Rice,3.414
Silty,10.36,882,Sprinkler,145.06,Summer,520.52,27.3,8.17,Potato,5.923
Clay,17.27,2629,Sprinkler,72.92,Zaid,617.11,13.31,7.44,Wheat,2.881
Peaty,10.94,2350,Drip,49.07,Rabi,761.93,31.22,7.87,Potato,5.468
Loamy,7.89,1331,Sprinkler,172.92,Kharif,1454.89,22.86,6.11,Tomato,6.912
Silty,5.71,3200,Rainfed,102.73,Kharif,287.88,15.53,8.65,Maize,2.773
Sandy,8.76,3281,Flood,137.62,Kharif,419.68,42.17,5.14,Tomato,6.338
Peaty,10.8,3981,Sprinkler,121.73,Kharif,463.96,18.38,7.38,Tomato,6.087
Silty,15.18,2617,Rainfed,39.34,Zaid,751.2,34.89,8.25,Tomato,6.101
Sandy,3.3,4982,Drip,30.27,Summer,278.91,25.03,8.47,Wheat,3.033
Silty,5.21,2506,Sprinkler,87.86,Summer,1455.05,38.98,6.28,Tomato,6.261
Peaty,8.21,3071,Flood,85.08,Summer,927.81,34.53,6.84,Tomato,6.942
Silty,7.85,796,Rainfed,141.28,Summer,1257.27,14.31,5.14,Tomato,7.042
Clay,8.44,1218,Sprinkler,133.8,Kharif,1204.25,25.74,8.16,Rice,4.707
Peaty,16.08,3636,Rainfed,194.41,Rabi,1059.07,19.09,5.5,Wheat,3.712
Silty,7.16,3579,Flood,174.46,Rabi,1375.73,34.98,6.71,Wheat,4.266
Loamy,10.54,510,Flood,109.38,Summer,1373.1,29.06,8.96,Rice,4.098
Silty,12.85,910,Drip,110.0,Kharif,366.1,21.91,8.67,Wheat,2.899
Clay,5.41,3439,Flood,141.34,Zaid,1372.51,21.53,6.32,Potato,6.611
Sandy,14.66,3154,Sprinkler,40.54,Summer,881.06,14.01,5.9,Wheat,2.792
Sandy,11.4,3686,Flood,199.98,Zaid,548.49,17.48,6.01,Wheat,3.743
Sandy,9.49,3950,Sprinkler,113.39,Zaid,991.05,34.97,7.74,Tomato,6.203
Loamy,16.39,1098,Sprinkler,183.78,Zaid,565.17,31.35,7.9,Rice,3.253
Clay,5.63,1323,Rainfed,194.12,Rabi,822.71,22.45,5.87,Maize,3.869
Peaty,17.78,2897,Sprinkler,124.7,Summer,1261.37,39.26,5.96,Tomato,6.976
Sandy,11.66,4614,Sprinkler,38.6,Kharif,241.86,26.95,6.29,Potato,5.633
Clay,12.57,812,Drip,123.2,Kharif,438.02,37.81,6.73,Wheat,3.193
Silty,17.63,3474,Rainfed,127.58,Kharif,1443.56,37.34,8.67,Tomato,7.155
Loamy,16.53,4238,Sprinkler,162.05,Summer,778.63,39.68,5.11,Maize,3.382
Clay,12.43,2992,Drip,28.68,Rabi,594.32,39.74,7.55,Potato,5.634
Clay,15.31,2445,Rainfed,103.94,Zaid,1400.26,33.77,8.45,Wheat,3.95
Peaty,9.23,730,Flood,186.1,Kharif,1384.58,36.23,7.89,Wheat,4.307
Clay,11.4,4240,Sprinkler,198.43,Rabi,257.52,37.19,5.87,Maize,3.394
Peaty,2.18,3172,Flood,54.45,Zaid,671.22,15.92,6.91,Maize,2.614
Loamy,2.71,3954,Rainfed,176.71,Zaid,1386.67,20.51,8.64,Maize,4.496
Loamy,16.76,4083,Rainfed,46.33,Rabi,433.7,13.65,5.46,Potato,4.502
Silty,2.13,543,Drip,171.41,Summer,951.68,16.63,8.95,Potato,6.389
Peaty,4.22,3424,Sprinkler,69.91,Summer,617.01,37.24,5.57,Tomato,5.823
Peaty,16.12,4193,Sprinkler,192.73,Rabi,1157.54,43.15,5.57,Maize,3.769
Sandy,1.02,2770,Drip,145.19,Zaid,405.74,33.58,8.25,Wheat,3.298
Sandy,6.37,3957,Flood,91.84,Kharif,974.87,41.01,8.31,Rice,3.506
Silty,12.1,3449,Rainfed,70.58,Kharif,200.01,21.13,5.15,Wheat,2.375
Loamy,12.31,2818,Drip,62.34,Summer,528.33,39.6,5.67,Maize,2.908
Sandy,15.77,3885,Rainfed,142.54,Kharif,410.81,21.86,8.79,Wheat,3.056
Clay,10.61,2794,Flood,181.24,Zaid,472.78,41.3,6.12,Tomato,6.123
Loamy,10.68,3495,Flood,155.89,Rabi,1318.55,37.93,5.05,Maize,4.349
Clay,14.78,4138,Flood,170.26,Zaid,1389.24,44.43,6.02,Potato,6.13
Peaty,10.47,3867,Sprinkler,160.65,Kharif,1181.54,38.95,7.94,Rice,3.959
Loamy,12.56,3784,Rainfed,196.25,Zaid,967.14,23.94,8.67,Maize,4.057
Silty,18.06,2842,Rainfed,156.4,Summer,500.11,13.85,5.62,Wheat,3.04
Peaty,8.63,670,Drip,57.84,Rabi,557.14,40.6,5.9,Wheat,2.727
Peaty,8.32,4841,Rainfed,162.49,Rabi,602.86,29.99,6.77,Maize,4.098
Clay,1.07,2139,Sprinkler,77.97,Kharif,1210.11,40.03,7.99,Potato,5.787
Peaty,12.66,1116,Drip,199.24,Kharif,528.75,23.55,7.63,Potato,6.007
Sandy,1.57,739,Flood,87.8,Zaid,1465.41,11.01,6.31,Maize,3.629
Loamy,10.58,4993,Rainfed,72.7,Zaid,1235.4,11.83,5.27,Wheat,3.104
Sandy,16.28,2356,Sprinkler,63.06,Rabi,1499.63,33.47,6.01,Wheat,3.849
Clay,11.45,1422,Sprinkler,138.53,Summer,796.93,14.01,5.88,Potato,5.781
Clay,6.12,2404,Rainfed,39.66,Summer,966.13,36.09,5.08,Wheat,3.317
Loamy,15.94,3649,Sprinkler,191.64,Kharif,564.52,24.68,8.9,Rice,4.358
Peaty,6.12,1312,Flood,72.98,Summer,984.87,29.71,6.02,Rice,4.016
Silty,14.93,2230,Rainfed,73.17,Rabi,1466.07,38.04,8.35,Rice,3.633
Clay,12.59,1331,Rainfed,28.29,Summer,239.49,18.86,6.94,Rice,2.963
Loamy,4.23,3924,Rainfed,64.28,Rabi,576.08,24.45,8.89,Tomato,5.606
Silty,18.2,2707,Drip,95.42,Kharif,565.68,35.53,5.6,Rice,2.767
Peaty,4.81,3932,Flood,86.53,Zaid,1477.08,42.14,5.44,Tomato,6.633
Clay,19.8,3868,Sprinkler,69.14,Summer,372.44,20.16,5.01,Wheat,3.029
Loamy,1.14,2727,Rainfed,27.33,Rabi,1256.07,31.8,7.87,Potato,5.97
Loamy,6.01,2760,Rainfed,74.1,Kharif,556.92,43.29,6.23,Rice,2.797
Loamy,4.8,3417,Sprinkler,160.1,Rabi,1318.78,32.71,8.48,Rice,5.304
Clay,1.27,4020,Flood,98.98,Summer,834.08,41.25,7.54,Rice,3.749
Silty,14.91,4880,Sprinkler,72.34,Rabi,514.94,42.89,7.31,Tomato,5.266
Loamy,14.18,3208,Sprinkler,74.86,Kharif,1122.65,42.53,6.95,Rice,3.033
Peaty,16.05,2320,Rainfed,119.8,Kharif,1294.05,36.55,6.03,Tomato,6.601
Loamy,5.88,1148,Drip,74.41,Zaid,811.18,29.32,5.26,Rice,3.008
Silty,9.44,688,Drip,133.54,Zaid,1128.19,13.39,6.77,Potato,5.755
Clay,13.52,1722,Drip,198.1,Summer,436.06,17.79,5.4,Rice,3.273
Loamy,9.36,978,Drip,27.41,Kharif,1418.9,18.95,8.62,Tomato,6.209
Loamy,14.25,3562,Drip,50.37,Summer,325.38,11.16,8.32,Potato,4.64
Peaty,13.05,2525,Rainfed,52.24,Kharif,488.54,13.57,7.48,Wheat,2.259
Peaty,3.18,2388,Drip,100.47,Summer,574.87,20.32,6.81,Wheat,3.674
Loamy,15.84,2050,Sprinkler,27.46,Kharif,398.58,13.18,6.82,Potato,4.743
Loamy,14.69,3416,Rainfed,105.95,Summer,728.68,15.93,6.86,Wheat,3.475
Peaty,13.46,3755,Sprinkler,187.21,Rabi,795.06,11.9,7.98,Potato,6.14
Silty,3.95,3306,Drip,22.08,Zaid,874.17,24.58,5.5,Rice,3.414
Sandy,6.09,533,Flood,85.69,Rabi,253.04,38.75,7.13,Wheat,2.263
Sandy,8.47,795,Drip,156.96,Zaid,484.84,38.43,8.25,Maize,3.606
Loamy,6.32,3000,Rainfed,47.81,Summer,1250.09,41.67,7.04,Maize,3.045
Peaty,5.33,4279,Sprinkler,33.96,Kharif,1253.79,36.1,5.05,Potato,5.514
Clay,16.3,4076,Flood,133.54,Kharif,629.01,18.56,5.98,Maize,3.175
Clay,13.13,1929,Flood,21.79,Summer,799.53,34.58,7.67,Potato,5.239
Sandy,11.74,2689,Flood,164.32,Kharif,438.49,36.38,8.74,Wheat,2.76
Silty,5.29,2487,Sprinkler,32.03,Summer,1268.78,29.01,8.57,Potato,6.13
Sandy,18.44,3382,Rainfed,114.38,Rabi,1443.69,38.25,8.29,Potato,6.573
Loamy,4.63,2209,Flood,153.22,Summer,578.76,12.49,8.8,Rice,3.379
Silty,16.1,3277,Sprinkler,63.56,Kharif,1216.52,30.82,6.12,Wheat,3.576
Clay,19.37,4197,Sprinkler,38.64,Kharif,658.11,26.8,5.05,Potato,5.063
Peaty,14.81,2047,Drip,51.61,Summer,203.42,38.18,6.42,Wheat,2.252
Peaty,19.86,962,Sprinkler,173.84,Summer,979.65,14.48,7.31,Maize,4.189
Loamy,13.37,3815,Rainfed,147.04,Summer,733.52,17.44,6.27,Potato,5.849
Sandy,5.13,3804,Rainfed,55.66,Summer,1185.97,29.55,5.18,Maize,3.542
Loamy,4.87,1013,Flood,148.9,Zaid,1173.39,43.15,7.03,Rice,4.741
Peaty,7.17,4596,Sprinkler,147.55,Zaid,1429.84,12.91,5.8,Rice,4.534
Clay,1.14,4066,Sprinkler,199.59,Rabi,769.16,36.02,7.91,Wheat,3.294
Peaty,13.95,4303,Drip,90.48,Zaid,827.27,17.19,5.36,Rice,3.347
Silty,6.1,4187,Drip,175.67,Kharif,720.53,13.69,8.83,Potato,6.556
Peaty,16.49,4438,Sprinkler,100.36,Zaid,586.02,23.82,8.51,Wheat,2.842
Peaty,7.82,3989,Sprinkler,181.6,Zaid,1029.19,30.41,8.5,Maize,3.819
Silty,10.12,1971,Sprinkler,36.49,Kharif,1276.45,38.95,8.16,Tomato,6.188
Sandy,19.35,837,Drip,51.56,Zaid,405.15,32.21,7.53,Rice,3.238
Peaty,5.6,3581,Drip,172.99,Summer,1476.39,27.21,5.21,Potato,6.425
Loamy,14.7,3912,Rainfed,167.47,Zaid,1088.95,20.0,7.65,Maize,3.943
Peaty,15.35,2892,Flood,74.98,Zaid,1214.14,20.24,7.99,Tomato,6.091
Loamy,5.2,1476,Flood,127.42,Zaid,1498.51,36.97,5.52,Wheat,3.85
Silty,10.52,2745,Flood,88.89,Summer,855.24,13.99,7.46,Potato,5.826
Peaty,7.65,4568,Flood,21.86,Summer,292.68,15.13,6.92,Tomato,5.129
Silty,15.67,2203,Drip,24.7,Rabi,1227.38,35.19,6.89,Potato,6.238
Silty,12.83,1371,Drip,29.77,Rabi,1332.0,43.64,5.8,Maize,3.054
Sandy,10.04,3909,Sprinkler,126.93,Summer,411.12,14.21,7.96,Maize,3.095
Peaty,15.81,3089,Rainfed,70.26,Kharif,231.38,31.33,8.7,Rice,3.348
Loamy,5.47,2049,Rainfed,45.91,Rabi,376.57,18.37,8.15,Maize,2.976
Loamy,15.32,4007,Flood,189.4,Zaid,621.16,10.9,6.48,Wheat,4.079
Peaty,17.44,4961,Sprinkler,41.84,Zaid,1401.57,39.13,8.94,Wheat,3.425
Sandy,17.69,3121,Sprinkler,141.32,Zaid,203.21,27.8,6.46,Potato,5.085
Sandy,15.89,3029,Drip,180.95,Kharif,1244.94,10.84,5.94,Wheat,3.892
Sandy,8.75,2657,Sprinkler,49.49,Rabi,1311.31,41.34,8.87,Maize,3.181
Loamy,19.65,2856,Rainfed,58.65,Summer,1254.37,28.75,8.16,Tomato,6.509
Silty,8.21,659,Rainfed,123.29,Summer,306.88,35.8,8.04,Wheat,3.077
Sandy,13.13,2602,Sprinkler,111.52,Kharif,1082.95,24.82,5.31,Maize,4.046
Loamy,4.06,3308,Drip,113.78,Summer,1440.07,16.47,5.77,Maize,4.007
Loamy,19.63,2499,Rainfed,119.84,Kharif,356.47,26.3,5.07,Potato,5.224
Silty,14.38,3081,Drip,190.98,Summer,241.19,20.07,8.11,Potato,5.695
Peaty,15.31,3493,Drip,29.69,Summer,1335.76,20.39,6.11,Wheat,3.551
Peaty,2.25,3434,Rainfed,156.88,Kharif,1038.41,32.54,5.53,Wheat,3.296
Sandy,15.5,2811,Drip,61.85,Summer,1040.37,13.29,5.73,Maize,3.01
Sandy,15.72,3295,Flood,87.26,Rabi,1453.76,23.9,7.56,Wheat,3.781
Silty,13.76,4828,Flood,36.07,Summer,1200.7,29.13,6.73,Tomato,5.899
Sandy,6.55,4828,Flood,100.21,Zaid,716.68,34.85,8.77,Rice,2.977
Silty,10.3,4088,Sprinkler,164.76,Kharif,766.59,32.15,6.46,Rice,3.638
Loamy,3.1,3616,Rainfed,37.77,Summer,388.1,41.02,8.34,Maize,2.571
Sandy,9.96,4247,Flood,69.61,Rabi,595.26,44.73,7.19,Rice,3.079
Loamy,5.63,2449,Drip,87.15,Summer,779.02,42.81,7.82,Maize,2.925
Clay,7.63,1959,Flood,38.7,Summer,539.41,36.75,5.67,Maize,2.417
Silty,4.09,4930,Drip,157.22,Zaid,1390.63,34.01,8.0,Tomato,7.107
Clay,5.37,2951,Rainfed,161.65,Rabi,215.34,11.24,5.34,Potato,5.343
Sandy,2.45,4851,Flood,170.46,Summer,963.13,28.67,7.76,Wheat,4.115
Loamy,18.48,3567,Rainfed,125.1,Summer,1203.09,33.23,6.86,Tomato,5.911
Sandy,11.08,4590,Flood,111.3,Zaid,1151.74,24.45,5.91,Potato,5.673
Clay,8.54,3488,Drip,67.26,Kharif,1036.85,23.47,6.92,Maize,3.824
Sandy,11.17,1271,Drip,137.93,Kharif,733.44,28.99,8.42,Tomato,6.485
Peaty,12.94,1611,Sprinkler,100.02,Kharif,1394.02,41.73,5.62,Maize,4.04
Clay,18.52,3811,Sprinkler,194.74,Zaid,627.63,19.13,5.68,Rice,3.716
Sandy,4.4,4906,Sprinkler,194.27,Kharif,1175.17,23.97,7.14,Maize,4.209
Loamy,6.62,2094,Flood,182.94,Rabi,1404.65,32.86,7.5,Rice,4.279
Sandy,19.54,3229,Rainfed,84.82,Kharif,366.9,16.51,6.68,Maize,2.121
Loamy,8.05,1781,Flood,86.24,Kharif,1431.21,39.22,6.07,Maize,3.82
Peaty,1.43,4085,Drip,173.48,Summer,1208.84,33.31,5.27,Potato,6.835
Sandy,3.81,3328,Rainfed,151.24,Rabi,1001.57,22.33,5.2,Maize,3.854
Peaty,1.5,2873,Drip,146.78,Zaid,685.42,35.28,5.16,Maize,3.199
Clay,19.81,841,Sprinkler,70.33,Rabi,1375.55,19.78,8.61,Maize,3.487
Loamy,6.3,3318,Drip,170.0,Kharif,257.26,37.11,5.53,Wheat,3.199
Clay,18.55,3425,Flood,124.3,Summer,761.38,12.47,6.18,Wheat,3.157
Loamy,19.92,1772,Drip,100.44,Zaid,1183.62,24.94,8.94,Tomato,6.721
Peaty,12.4,1209,Drip,175.78,Rabi,1254.48,19.16,8.71,Potato,6.083
Silty,1.63,1238,Drip,90.96,Rabi,462.96,38.58,5.17,Wheat,2.371
Sandy,2.55,2278,Rainfed,137.71,Kharif,261.89,36.35,7.21,Tomato,5.944
Peaty,10.15,4630,Drip,103.86,Kharif,1243.71,39.47,7.53,Tomato,6.316
Loamy,8.72,4218,Drip,126.69,Zaid,748.46,32.8,5.22,Tomato,6.03
Loamy,12.52,509,Sprinkler,27.3,Kharif,386.58,37.84,7.91,Potato,5.519
Loamy,9.34,2237,Sprinkler,103.0,Summer,311.24,25.36,8.95,Rice,3.34
Loamy,18.75,3078,Flood,120.17,Zaid,1032.83,33.73,6.72,Potato,5.907
Sandy,11.16,2058,Sprinkler,108.69,Kharif,957.66,11.09,6.8,Tomato,6.182
Clay,14.18,2642,Drip,172.53,Zaid,1310.19,40.83,7.64,Maize,3.853
Silty,18.03,3123,Sprinkler,76.0,Rabi,241.04,33.97,7.95,Tomato,5.42
Sandy,3.79,4500,Rainfed,179.13,Zaid,1328.96,40.31,8.16,Maize,4.7
Loamy,5.36,2643,Flood,92.62,Rabi,1353.42,36.98,5.31,Potato,6.201
Sandy,3.04,1364,Sprinkler,145.01,Zaid,780.19,20.02,8.2,Rice,3.427
Peaty,3.65,2300,Flood,35.61,Kharif,299.67,19.55,8.46,Wheat,2.238
Loamy,10.74,3952,Flood,56.03,Rabi,1430.77,37.99,5.18,Wheat,3.482
Silty,7.1,3216,Flood,157.01,Zaid,293.64,16.46,5.16,Rice,2.956
Loamy,9.04,4802,Rainfed,22.22,Summer,967.88,13.87,7.2,Maize,2.916
Silty,19.67,2309,Drip,194.33,Kharif,841.1,10.53,6.99,Maize,3.435
Silty,3.98,4841,Rainfed,54.31,Zaid,1285.61,20.44,8.92,Rice,3.847
Clay,11.28,2497,Flood,182.23,Zaid,853.39,13.47,6.18,Rice,4.055
Clay,2.88,3431,Sprinkler,112.87,Rabi,809.86,38.06,7.36,Tomato,6.323
Sandy,7.05,2630,Sprinkler,121.62,Rabi,1344.85,26.96,7.03,Potato,6.068
Sandy,11.02,4912,Rainfed,35.14,Kharif,1453.21,18.84,7.14,Tomato,6.48
Silty,18.99,3192,Sprinkler,85.74,Rabi,914.05,31.07,7.64,Tomato,6.123
Loamy,8.43,3676,Flood,48.12,Zaid,791.14,12.46,7.15,Potato,5.215
Peaty,2.23,3296,Flood,114.67,Zaid,1280.42,35.41,5.03,Wheat,3.4
Peaty,8.38,2055,Drip,119.13,Rabi,1280.42,27.55,8.37,Potato,6.311
Loamy,3.77,4190,Flood,147.74,Kharif,615.2,10.23,5.8,Wheat,3.207
Loamy,5.37,4072,Sprinkler,178.09,Summer,949.09,21.17,5.92,Potato,5.845
Clay,12.74,4943,Drip,104.27,Zaid,400.35,36.26,7.59,Wheat,3.215
Peaty,2.28,830,Sprinkler,62.0,Zaid,1026.2,16.58,6.91,Maize,3.65
Silty,9.83,2444,Rainfed,80.04,Rabi,1284.19,43.67,7.3,Maize,3.039
Sandy,12.58,4458,Drip,172.48,Summer,443.77,41.38,6.99,Potato,5.913
Clay,9.02,2184,Flood,46.26,Zaid,619.96,37.24,6.67,Rice,3.561
Peaty,1.36,2936,Drip,132.91,Summer,783.61,12.75,6.93,Maize,3.252
Loamy,19.72,1470,Flood,22.36,Summer,1298.6,22.38,5.56,Potato,5.92
Peaty,7.98,1246,Flood,64.22,Zaid,1150.78,20.44,8.88,Potato,5.908
Silty,15.79,2684,Sprinkler,126.45,Summer,611.93,14.82,7.3,Maize,2.827
Clay,7.19,1884,Flood,102.15,Summer,515.94,44.99,6.15,Potato,5.435
Loamy,10.03,4530,Flood,108.84,Rabi,1104.42,15.15,7.85,Rice,3.387
Silty,8.38,1518,Flood,138.9,Rabi,823.85,21.04,8.52,Wheat,3.526
Sandy,7.51,3078,Sprinkler,62.23,Summer,971.62,40.8,6.19,Potato,5.937
Clay,1.42,4611,Flood,70.54,Kharif,1043.31,15.05,6.3,Maize,2.89
Silty,7.84,4440,Rainfed,143.2,Summer,926.29,26.43,6.75,Rice,4.026
Silty,17.9,2524,Sprinkler,116.89,Zaid,996.99,44.15,5.87,Rice,4.04
Loamy,14.12,2042,Rainfed,22.63,Kharif,1353.75,18.66,8.24,Potato,5.961
Sandy,3.76,3211,Drip,140.66,Rabi,1328.66,34.61,7.34,Tomato,7.09
Silty,12.23,3546,Sprinkler,131.62,Kharif,393.74,12.8,5.23,Maize,2.802
Clay,17.95,1954,Rainfed,34.15,Rabi,962.45,31.03,8.99,Rice,3.23
Silty,14.3,3503,Sprinkler,154.55,Kharif,771.09,21.87,7.3,Maize,3.621
Peaty,3.83,2202,Flood,113.98,Summer,571.18,34.48,8.56,Potato,5.531
Clay,17.49,4920,Sprinkler,56.85,Rabi,1020.49,25.15,7.01,Potato,5.982
Clay,6.73,4373,Drip,120.68,Zaid,864.15,20.46,7.33,Tomato,6.51
Silty,9.63,621,Rainfed,127.18,Kharif,1207.38,29.11,6.82,Tomato,7.055
Loamy,11.0,1976,Sprinkler,185.62,Summer,321.46,14.89,6.69,Potato,5.582
Clay,17.16,765,Flood,153.59,Kharif,593.48,38.51,5.87,Wheat,2.777
Peaty,18.7,527,Rainfed,74.35,Kharif,233.52,36.27,8.85,Wheat,1.973
Loamy,18.66,2624,Rainfed,41.26,Zaid,1169.75,29.07,5.73,Rice,4.022
Loamy,1.15,931,Rainfed,173.57,Kharif,1386.19,22.85,7.11,Tomato,7.513
Loamy,18.52,4277,Drip,172.29,Zaid,963.59,42.03,5.35,Rice,4.576
Clay,2.03,1585,Flood,51.56,Rabi,1002.07,32.21,8.97,Maize,4.043
Loamy,6.05,2594,Flood,31.18,Zaid,260.35,19.97,7.22,Potato,5.107
Silty,10.78,2985,Rainfed,148.14,Zaid,854.92,38.23,8.26,Potato,5.941
Loamy,10.12,600,Sprinkler,150.06,Rabi,884.93,32.23,7.25,Wheat,3.364
Peaty,12.49,2654,Rainfed,51.89,Zaid,250.67,14.45,8.22,Rice,2.537
Sandy,10.11,3548,Flood,140.28,Summer,1217.1,14.0,7.14,Rice,4.219
Peaty,18.75,1299,Drip,70.21,Kharif,561.82,42.83,6.78,Maize,2.725
Clay,5.57,4322,Drip,66.91,Zaid,1140.48,20.08,6.82,Rice,4.448
Loamy,6.21,1795,Rainfed,78.41,Kharif,723.8,33.22,5.01,Maize,3.327
Loamy,18.49,934,Drip,113.67,Zaid,1494.34,11.28,6.48,Rice,4.219
Silty,2.46,4304,Drip,164.8,Rabi,475.87,29.48,8.81,Tomato,5.946
Loamy,12.58,3113,Sprinkler,109.76,Rabi,275.71,18.09,7.7,Potato,5.347
Peaty,13.95,1415,Drip,73.65,Kharif,1473.88,14.89,8.68,Maize,3.881
Clay,10.61,2775,Sprinkler,179.12,Kharif,516.99,37.07,5.8,Potato,5.536
Sandy,14.19,1147,Rainfed,29.92,Kharif,1025.93,38.33,6.96,Potato,5.203
Loamy,4.28,2795,Flood,163.48,Rabi,686.94,35.03,5.14,Rice,3.968
Sandy,17.2,4578,Flood,161.19,Kharif,1031.52,10.39,7.71,Rice,3.923
Loamy,3.66,1931,Sprinkler,65.64,Zaid,974.88,19.97,8.14,Maize,3.305
Clay,8.62,2861,Flood,55.69,Zaid,1119.46,22.63,7.99,Wheat,3.205
Peaty,2.43,4632,Rainfed,177.45,Kharif,223.98,34.18,5.35,Wheat,3.778
Clay,11.36,1223,Flood,120.6,Rabi,1287.05,36.44,5.99,Potato,6.209
Sandy,13.73,2047,Drip,28.28,Zaid,822.27,31.97,7.62,Wheat,2.577
Loamy,18.88,1479,Rainfed,180.35,Rabi,874.51,37.62,8.04,Tomato,5.752
Sandy,15.05,583,Rainfed,82.82,Rabi,734.33,24.96,6.1,Rice,3.155
Peaty,11.28,3986,Flood,81.59,Rabi,1486.2,28.96,6.62,Potato,6.227
Clay,18.72,1865,Flood,135.79,Kharif,1242.04,12.25,6.41,Rice,4.675
Sandy,10.09,1049,Sprinkler,139.04,Rabi,604.81,24.95,5.02,Wheat,3.985
Sandy,11.66,3992,Drip,83.6,Rabi,1217.99,25.14,7.31,Tomato,6.562
Peaty,12.33,3262,Flood,45.79,Kharif,768.09,31.4,7.68,Tomato,5.978
Loamy,8.79,4353,Flood,119.41,Summer,1331.02,23.23,6.11,Maize,4.043
Sandy,16.93,3699,Sprinkler,132.53,Zaid,240.1,18.35,7.75,Potato,5.406
Peaty,4.52,651,Flood,174.84,Kharif,662.03,18.32,5.97,Tomato,6.33
Loamy,11.54,3998,Drip,107.2,Zaid,758.76,14.69,7.86,Potato,5.421
Loamy,14.72,2712,Drip,136.23,Kharif,1167.52,34.54,6.83,Potato,5.961
Clay,18.18,3485,Rainfed,29.79,Kharif,436.99,31.79,8.49,Potato,5.163
Peaty,17.79,4594,Rainfed,181.01,Kharif,572.17,30.27,7.18,Rice,4.263
Loamy,10.67,2067,Drip,78.9,Zaid,1141.04,28.59,5.74,Potato,5.829
Clay,13.22,711,Sprinkler,133.8,Kharif,299.9,22.86,8.29,Wheat,3.144
Silty,8.49,2679,Rainfed,184.89,Kharif,461.46,36.91,8.11,Tomato,6.195
Peaty,9.9,3723,Drip,165.89,Kharif,1179.38,42.27,5.34,Rice,4.049
Silty,18.22,4691,Drip,134.79,Zaid,1338.19,25.4,5.19,Tomato,7.208
Loamy,18.68,2026,Rainfed,146.65,Summer,1147.48,24.32,5.55,Wheat,4.272
Peaty,18.01,1021,Drip,185.76,Kharif,885.28,15.7,8.38,Rice,3.881
Clay,3.63,4446,Drip,166.18,Kharif,328.78,33.47,6.28,Maize,3.093
Loamy,17.15,2202,Drip,129.77,Kharif,1275.39,29.53,7.02,Wheat,4.274
Peaty,19.02,517,Drip,138.57,Kharif,361.25,44.58,7.41,Maize,2.85
Peaty,7.86,3980,Rainfed,46.51,Kharif,700.6,30.45,7.97,Tomato,5.586
Silty,10.85,2219,Sprinkler,104.63,Summer,265.65,20.1,8.32,Wheat,2.742
Loamy,15.8,3816,Drip,74.18,Rabi,1122.58,29.7,7.06,Maize,3.602
Clay,11.68,4514,Flood,97.75,Rabi,854.54,44.46,6.66,Maize,3.471
Clay,19.88,1378,Sprinkler,139.2,Kharif,1379.89,35.32,5.78,Rice,4.356
Loamy,9.66,1093,Flood,46.85,Zaid,380.37,14.5,7.43,Rice,2.902
Loamy,14.56,2109,Flood,23.13,Summer,1264.92,22.01,7.2,Tomato,6.305
Sandy,16.06,1375,Drip,91.45,Summer,863.87,20.45,6.16,Wheat,3.28
Silty,10.39,3731,Rainfed,77.99,Summer,675.92,39.99,6.78,Maize,3.421
Loamy,17.28,2948,Flood,95.68,Rabi,1036.64,31.39,7.96,Wheat,3.605
Loamy,11.38,2636,Flood,187.62,Zaid,1227.54,38.35,7.51,Potato,6.086
Sandy,8.82,2553,Flood,147.28,Rabi,772.37,16.17,6.93,Tomato,6.417
Sandy,3.05,583,Drip,78.94,Summer,502.65,41.78,6.09,Tomato,5.665
Peaty,8.47,1939,Drip,52.27,Rabi,1390.53,12.04,7.67,Rice,4.006
Clay,14.94,3168,Rainfed,131.33,Rabi,606.9,23.12,7.51,Maize,2.982
Silty,18.5,2719,Drip,138.36,Kharif,1497.71,10.5,6.83,Wheat,3.943
Peaty,5.78,1198,Sprinkler,107.05,Kharif,1197.52,16.45,5.95,Maize,3.591
Loamy,7.75,2320,Rainfed,58.3,Kharif,1094.16,43.68,5.7,Tomato,5.563
Sandy,3.93,4914,Drip,25.14,Summer,216.12,12.75,6.36,Maize,2.66
Clay,14.12,1598,Drip,67.82,Kharif,783.09,15.09,8.63,Tomato,5.839
Peaty,19.24,3394,Flood,102.29,Summer,853.2,42.37,8.02,Potato,5.437
Clay,13.18,3917,Drip,161.83,Kharif,689.29,34.86,8.56,Maize,3.766
Sandy,12.72,748,Flood,173.68,Summer,394.97,24.24,8.37,Tomato,6.555
